Vernier Format 2
Big_Styro2.cmbl 9/26/16 3:48 PM .
VideoAnalysis
Time	X	Y	X Velocity	Y Velocity
t	X	Y	Vx	Vy
s	m	m	m/s	m/s

2.76833333333	0.654669276417	-0.0344827735973	-0.440273916582	-0.5938693623
2.80166666667	0.631698452044	-0.0574712314193	-0.177066391169	-0.48371698678
2.835	0.643183907663	-0.0689656340589	-0.0287134218836	-0.408045734399
2.86833333333	0.631698452044	-0.0804596892413	0.0574270609339	-0.450191211439
2.90166666667	0.643183907663	-0.0919540918809	0.220136958319	-0.699233851254
2.935	0.654669276417	-0.126436778614	0.162709680237	-1.00574618794
2.96833333333	0.654669276417	-0.160919465347	0.0574270609339	-1.30268202726
3.00166666667	0.654669276417	-0.206896554719	0.0574274228643	-1.77203158985
3.035	0.666154732036	-0.275862101914	-0.105282691707	-2.2892727596
3.06833333333	0.631698452044	-0.367816106931	0.114854556186	-2.57662964043
3.10166666667	0.677640187655	-0.459770285676	0.229708460879	-2.54789305475
3.135	0.666154732036	-0.528735659142	-0.114854773373	-2.73946324717
3.16833333333	0.654669276417	-0.632184066798	-0.0957122025422	-3.19923254824
3.20166666667	0.654669276417	-0.747126355908	0.0478560650741	-3.54406013942
3.235	0.666154732036	-0.873563221386	0.0287136390461	-3.75479013077
3.26833333333	0.654669276417	-1.00000008686	0.0382848520641	-3.89846755766
3.30166666667	0.666154732036	-1.12643677861	0.105125141302	-4.20870133238
3.335	0.666154732036	-1.27586210191	0.0662104114347	-4.62105131215
3.36833333333	0.666154732036	-1.44827588304	0.131383293007	-4.67581967188
3.40333333333	0.677640187655	-1.59770138006	0.121891180914	-4.67709014733
3.43666666667	0.677640187655	-1.75862058482	0.0378512617582	-4.89582657045
3.47	0.677640187655	-1.91954013703	0.00949211208166	-5.23249674517
3.50333333333	0.677640187655	-2.11494237597	0	-5.39272180406
3.53666666667	0.677640187655	-2.28735650455	-0.00957121301583	-5.33524863273
3.57	0.677640187655	-2.45976993822	-0.0382848520619	-5.53639590163
3.60333333333	0.677640187655	-2.65517217716	-0.124425769202	-5.77586363639
3.63666666667	0.666154732036	-2.85057476356	-0.124425769202	-5.8908073733
3.67	0.666154732036	-3.04597700251	-0.0478560650777	-5.97701437998
3.70333333333	0.666154732036	-3.25287381782	-0.0516845502858	-5.9137953678
3.73666666667	0.666154732036	-3.45977028568	-0.138782588726	-5.35919624582
3.77	0.654669276417	-3.59770138006	-0.248851538426	-4.71264485627
