Vernier Format 2
Untitled.cmbl 10/2/17 4:20 PM .
Latest
Time	Position	Velocity	Acceleration
t	x	v	acc
s	m	m/s	m/s²

0	0.6113975	0.154540555556	-1.73404496914
0.05	0.6216875	0.0785565277778	-1.9989383642
0.1	0.62426	-0.0327565	-2.27143810185
0.15	0.6192865	-0.1603525	-2.31463069444
0.2	0.607453	-0.280688333333	-2.00242658951
0.25	0.5901315	-0.372726666667	-1.38302046296
0.3	0.568694	-0.426558611111	-0.569125925926
0.35	0.5455415	-0.4330375	0.326961574074
0.4	0.523418	-0.391305833333	1.1703287037
0.45	0.504896	-0.310129166667	1.87517253086
0.5	0.491176	-0.197225	2.40168811728
0.55	0.4841445	-0.0603108333333	2.6798462963
0.6	0.4848305	0.0838444444444	2.64506990741
0.65	0.4930625	0.216185277778	2.31689089506
0.7	0.5074685	0.323849166667	1.7666087963
0.75	0.5266765	0.399309166667	1.04535601852
0.8	0.5489715	0.434276111111	0.189761574074
0.85	0.572124	0.420175	-0.703838117284
0.9	0.5928755	0.359673611111	-1.50337746914
0.95	0.609511	0.262490277778	-2.12739398148
1	0.620144	0.138819722222	-2.5383587963
1.05	0.6240885	-0.00123861111111	-2.69212654321
1.1	0.620144	-0.143107222222	-2.53888811728
1.15	0.6089965	-0.266968333333	-2.09870478395
1.2	0.5921895	-0.360435833333	-1.45727361111
1.25	0.5716095	-0.418174166667	-0.673402160494
1.3	0.5486285	-0.432084722222	0.20235941358
1.35	0.5263335	-0.396546111111	1.04863780864
1.4	0.5074685	-0.321657777778	1.76798503086
1.45	0.492891	-0.213708055556	2.32255462963
1.5	0.485002	-0.0801286111111	2.63829459877
1.55	0.4844875	0.0627880555556	2.65020432099
1.6	0.4916905	0.196748611111	2.37066990741
1.65	0.5050675	0.3087	1.85828719136
1.7	0.523761	0.389590833333	1.16122438272
1.75	0.5455415	0.431131944444	0.317910185185
1.8	0.5688655	0.424176666667	-0.582358950617
1.85	0.58996	0.368820277778	-1.39513132716
1.9	0.60711	0.277353611111	-2.0365625
1.95	0.618772	0.157970555556	-2.48283302469
2	0.6237455	0.0192461111111	-2.6754
2.05	0.62083	-0.122241388889	-2.56265462963
2.1	0.610883	-0.248770277778	-2.16386419753
2.15	0.594762	-0.346620555556	-1.55456280864
2.2	0.574868	-0.409503888889	-0.801656635802
2.25	0.55223	-0.4313225	0.053937808642
2.3	0.5297635	-0.405121111111	0.923506327161
2.35	0.5098695	-0.333853333333	1.67747114198
2.4	0.4951205	-0.229428888889	2.24125092593
2.45	0.486031	-0.101756666667	2.59155555556
2.5	0.484316	0.0400166666667	2.67783487654
2.55	0.490147	0.178645833333	2.45795493827
2.6	0.5030095	0.297171388889	1.95885817901
2.65	0.5211885	0.382826111111	1.25015030864
2.7	0.542969	0.426749166667	0.421127777778
2.75	0.565607	0.426368055556	-0.446799845679
2.8	0.5873875	0.380920555556	-1.27979228395
2.85	0.605395	0.293550833333	-1.98622407407
2.9	0.618086	0.173215	-2.46991759259
2.95	0.6234025	0.0351575	-2.67333564815
3	0.6216875	-0.1054725	-2.58890895062
3.05	0.6124265	-0.234764444444	-2.22764737654
3.1	0.597163	-0.337950277778	-1.62840308642
3.15	0.5770975	-0.403691944444	-0.872373919753
3.2	0.5551455	-0.427701944444	-0.0430867283951
3.25	0.532679	-0.408932222222	0.803509259259
3.3	0.512442	-0.345477222222	1.58965679012
3.35	0.4964925	-0.242577222222	2.19721141975
3.4	0.4872315	-0.115000277778	2.54868055556
3.45	0.484659	0.0223902777778	2.63982962963
3.5	0.489461	0.159018611111	2.46838256173
3.55	0.501123	0.280497777778	2.02205910494
3.6	0.5187875	0.370821111111	1.34442237654
3.65	0.539882	0.420079722222	0.531597067901
3.7	0.56252	0.425415277778	-0.325373611111
3.75	0.584129	0.386923055556	-1.15815432099
3.8	0.602994	0.30527	-1.87649583333
3.85	0.616028	0.189888611111	-2.37421635802
3.9	0.622545	0.0580241666667	-2.62368533951
3.95	0.622202	-0.0821294444444	-2.61569259259
4	0.6141415	-0.215804166667	-2.31016851852
4.05	0.599564	-0.324325555556	-1.73728441358
4.1	0.5801845	-0.395879166667	-0.99554691358
4.15	0.558404	-0.426939722222	-0.1672125
4.2	0.535766	-0.413981944444	0.68859367284
4.25	0.515186	-0.356053055556	1.48516882716
4.3	0.4985505	-0.258679166667	2.11643703704
4.35	0.4882605	-0.134436944444	2.50728765432
4.4	0.484659	0.00219138888889	2.63982962963
4.45	0.488432	0.139581944444	2.50972253086
4.5	0.499065	0.264395833333	2.10256882716
4.55	0.5160435	0.360245277778	1.44779876543
4.6	0.536795	0.414934722222	0.64481882716
4.65	0.5592615	0.425986944444	-0.203523919753
4.7	0.581042	0.394164166667	-1.03688688272
4.75	0.6004215	0.319275833333	-1.78121805556
