Vernier Format 2
Untitled.cmbl 10/5/16 11:27 AM .
Latest
Time	Position	Velocity	Acceleration
t	x	v	acc
s	m	m/s	m/s²

0	0.6316345	0.531078333333	-0.292555709877
0.05	0.6583885	0.521217083333	-0.451722530864
0.1	0.6847995	0.498493333333	-0.722570787037
0.15	0.709324	0.454284444444	-1.09148634259
0.2	0.730933	0.389305	-1.4856716821
0.25	0.749112	0.303650277778	-1.82779830247
0.3	0.7619745	0.201798333333	-2.05974675926
0.35	0.7695205	0.0928005555556	-2.17116882716
0.4	0.771407	-0.0195319444444	-2.17270385802
0.45	0.7674625	-0.129101388889	-2.06329320988
0.5	0.75803	-0.228571388889	-1.87728981481
0.55	0.74431	-0.31899	-1.62586234568
0.6	0.7256165	-0.395402777778	-1.27894537037
0.65	0.703836	-0.449711111111	-0.864645833333
0.7	0.679826	-0.4827725	-0.422186419753
0.75	0.6546155	-0.492109722222	0.026624845679
0.8	0.629748	-0.479247222222	0.457862654321
0.85	0.6059095	-0.445804722222	0.873009104938
0.9	0.5843005	-0.390924722222	1.25962515432
0.95	0.5661215	-0.317846666667	1.59399722222
1	0.551887	-0.229047777778	1.85818132716
1.05	0.542626	-0.127005277778	2.00570308642
1.1	0.539196	-0.0233430555556	2.03439228395
1.15	0.5403965	0.0786041666667	1.99479907407
1.2	0.547085	0.178645833333	1.88247716049
1.25	0.5585755	0.270493611111	1.67831805556
1.3	0.574525	0.351193888889	1.36638919753
1.35	0.5945905	0.410837777778	0.970457098765
1.4	0.6165425	0.447996111111	0.564785493827
1.45	0.640038	0.466956388889	0.157896450617
1.5	0.664048	0.464860277778	-0.269159722222
1.55	0.687372	0.441040833333	-0.710613425926
1.6	0.7091525	0.393020833333	-1.12851234568
1.65	0.727503	0.324516111111	-1.46389012346
1.7	0.7420805	0.242767777778	-1.70515462963
1.75	0.752199	0.150634166667	-1.85818132716
1.8	0.757344	0.0533555555556	-1.92228209877
1.85	0.7575155	-0.0443041666667	-1.9122779321
1.9	0.752885	-0.140534722222	-1.82695138889
1.95	0.743281	-0.231239166667	-1.64010108025
2	0.729218	-0.3087	-1.35659675926
2.05	0.711725	-0.369296666667	-1.01296157407
2.1	0.691488	-0.410361388889	-0.650164969136
2.15	0.6700505	-0.434180833333	-0.28128117284
2.2	0.6474125	-0.440088055556	0.118991358025
2.25	0.6251175	-0.423414444444	0.537419598765
2.3	0.6041945	-0.385112777778	0.926576388889
2.35	0.585844	-0.327755555556	1.24824475309
2.4	0.5709235	-0.257059444444	1.49363796296
2.45	0.559776	-0.176359166667	1.6805941358
2.5	0.552916	-0.0868933333333	1.80683719136
2.55	0.550858	0.00790805555556	1.84494830247
2.6	0.5537735	0.101470833333	1.78545262346
2.65	0.561148	0.190555555556	1.62559768519
2.7	0.5733245	0.267825833333	1.3762875
2.75	0.588588	0.329470555556	1.08516095679
2.8	0.606767	0.3773	0.762804475309
2.85	0.627004	0.407503055556	0.400854783951
2.9	0.64827	0.418650555556	0.0110098765432
2.95	0.6697075	0.408836944444	-0.383704783951
3	0.6899445	0.379110277778	-0.751900462963
3.05	0.708295	0.3318525	-1.07584490741
3.1	0.72373	0.269445555556	-1.346275
3.15	0.735735	0.194557222222	-1.55175740741
3.2	0.7434525	0.111951388889	-1.6937742284
3.25	0.7472255	0.0226761111111	-1.76496790123
3.3	0.7458535	-0.0690763888889	-1.72945046296
3.35	0.7400225	-0.154445277778	-1.59357376543
3.4	0.7300755	-0.231239166667	-1.3847037037
3.45	0.7163555	-0.294789444444	-1.12486003086
3.5	0.700063	-0.344619722222	-0.834315740741
3.55	0.6813695	-0.380063055556	-0.499361419753
3.6	0.661304	-0.396546111111	-0.123278858025
3.65	0.6408955	-0.392830277778	0.260531790123
3.7	0.621173	-0.368629722222	0.607607561728
3.75	0.6035085	-0.329756388889	0.905403549383
3.8	0.5877305	-0.27783	1.18366759259
3.85	0.5750395	-0.210182777778	1.42408518519
3.9	0.566293	-0.131959722222	1.58505169753
3.95	0.5616625	-0.0484011111111	1.66259722222
4	0.5613195	0.0378252777778	1.6505816358
4.05	0.565607	0.120335833333	1.54948132716
4.1	0.5736675	0.195224166667	1.38428024691
4.15	0.585501	0.26068	1.16683518519
4.2	0.60025	0.313273333333	0.90725617284
4.25	0.6172285	0.353861666667	0.591198611111
4.3	0.6364365	0.375108611111	0.221203240741
4.35	0.6556445	0.375108611111	-0.136300154321
4.4	0.6745095	0.359578333333	-0.458709567901
4.45	0.692174	0.328708333333	-0.763916049383
4.5	0.707952	0.283165555556	-1.05827145062
4.55	0.7211575	0.221616111111	-1.3163683642
4.6	0.73059	0.148252222222	-1.49601990741
4.65	0.7362495	0.0680283333333	-1.57901743827
4.7	0.73745	-0.0136247222222	-1.56631373457
4.75	0.734706	-0.0914666666667	-1.48252222222
